year,type,category,plant_pic,total_avg_pic,total_yield,market,avg_pic,yield
102,果品類,葡萄柚,15.65,22.10,4300,高雄市,18.50,860
102,果品類,葡萄柚,15.65,22.10,4300,鳳山區,22.80,9
102,果品類,葡萄,68.63,50.30,10886,台北二,50.50,837
102,果品類,葡萄,68.63,50.30,10886,台北一,60.10,2087
102,果品類,葡萄,68.63,50.30,10886,三重區,39.30,2927
102,果品類,葡萄,68.63,50.30,10886,宜蘭市,47.30,416
102,果品類,葡萄,68.63,50.30,10886,桃園縣,27.90,21
102,果品類,葡萄,68.63,50.30,10886,台中市,53.80,3099
102,果品類,葡萄,68.63,50.30,10886,東勢鎮,33.50,2
102,果品類,葡萄,68.63,50.30,10886,嘉義市,58.10,268
102,果品類,葡萄,68.63,50.30,10886,高雄市,53.30,554
102,果品類,葡萄,68.63,50.30,10886,鳳山區,47.10,595
102,果品類,葡萄,68.63,50.30,10886,台東市,52.00,80
102,果品類,木瓜,31.36,27.80,39241,台北二,29.40,4921
102,果品類,木瓜,31.36,27.80,39241,台北一,28.20,10146
102,果品類,木瓜,31.36,27.80,39241,三重區,27.60,9519
102,果品類,木瓜,31.36,27.80,39241,宜蘭市,32.00,1132
102,果品類,木瓜,31.36,27.80,39241,桃園縣,14.30,49
102,果品類,木瓜,31.36,27.80,39241,台中市,26.60,8722
102,果品類,木瓜,31.36,27.80,39241,嘉義市,28.60,955
102,果品類,木瓜,31.36,27.80,39241,高雄市,27.80,1485
102,果品類,木瓜,31.36,27.80,39241,鳳山區,26.40,2214
102,果品類,木瓜,31.36,27.80,39241,台東市,28.00,98
102,果品類,桃子,61.67,88.20,8034,台北二,85.50,864
102,果品類,桃子,61.67,88.20,8034,台北一,89.90,1473
102,果品類,桃子,61.67,88.20,8034,三重區,100.90,2165
102,果品類,桃子,61.67,88.20,8034,宜蘭市,28.30,28
102,果品類,桃子,61.67,88.20,8034,桃園縣,18.90,1
102,果品類,桃子,61.67,88.20,8034,台中市,89.70,1945
102,果品類,桃子,61.67,88.20,8034,東勢鎮,39.80,678
102,果品類,桃子,61.67,88.20,8034,嘉義市,104.40,207
102,果品類,桃子,61.67,88.20,8034,高雄市,95.60,617
102,果品類,桃子,61.67,88.20,8034,鳳山區,23.10,55
102,果品類,桃子,61.67,88.20,8034,台東市,40.30,1
102,果品類,楊桃,24.76,17.70,2694,台北二,25.70,328
102,果品類,楊桃,24.76,17.70,2694,台北一,19.20,539
102,果品類,楊桃,24.76,17.70,2694,三重區,11.50,807
102,果品類,楊桃,24.76,17.70,2694,宜蘭市,22.20,11
102,果品類,楊桃,24.76,17.70,2694,台中市,20.20,574
102,果品類,楊桃,24.76,17.70,2694,東勢鎮,30.40,0
102,果品類,楊桃,24.76,17.70,2694,嘉義市,16.80,72
102,果品類,楊桃,24.76,17.70,2694,高雄市,20.10,107
102,果品類,楊桃,24.76,17.70,2694,鳳山區,16.90,255
102,果品類,梨,54.36,46.40,34000,台北二,48.50,2667
102,果品類,梨,54.36,46.40,34000,台北一,42.30,5101
102,果品類,梨,54.36,46.40,34000,三重區,40.80,6718
102,果品類,梨,54.36,46.40,34000,宜蘭市,40.60,516
102,果品類,梨,54.36,46.40,34000,桃園縣,21.00,14
102,果品類,梨,54.36,46.40,34000,台中市,48.10,6111
102,果品類,梨,54.36,46.40,34000,東勢鎮,48.80,9275
102,果品類,梨,54.36,46.40,34000,嘉義市,63.30,1080
102,果品類,梨,54.36,46.40,34000,高雄市,52.90,1672
102,果品類,梨,54.36,46.40,34000,鳳山區,37.20,777
102,果品類,梨,54.36,46.40,34000,台東市,53.80,69
102,果品類,蓮霧,58.29,42.80,22481,台北二,56.20,2485
102,果品類,蓮霧,58.29,42.80,22481,台北一,51.00,4845
102,果品類,蓮霧,58.29,42.80,22481,三重區,36.80,6744
102,果品類,蓮霧,58.29,42.80,22481,宜蘭市,51.20,274
102,果品類,蓮霧,58.29,42.80,22481,桃園縣,23.90,0
102,果品類,蓮霧,58.29,42.80,22481,台中市,38.60,5975
102,果品類,蓮霧,58.29,42.80,22481,東勢鎮,38.40,1
102,果品類,蓮霧,58.29,42.80,22481,嘉義市,46.30,627
102,果品類,蓮霧,58.29,42.80,22481,高雄市,39.80,758
102,果品類,蓮霧,58.29,42.80,22481,鳳山區,29.30,740
102,果品類,蓮霧,58.29,42.80,22481,台東市,34.80,31
102,果品類,芒果,46.46,35.30,35236,台北二,43.70,4154
102,果品類,芒果,46.46,35.30,35236,台北一,40.50,7049
102,果品類,芒果,46.46,35.30,35236,三重區,31.80,9521
102,果品類,芒果,46.46,35.30,35236,宜蘭市,41.70,676
102,果品類,芒果,46.46,35.30,35236,桃園縣,23.00,7
102,果品類,芒果,46.46,35.30,35236,台中市,33.70,9715
102,果品類,芒果,46.46,35.30,35236,嘉義市,32.70,744
102,果品類,芒果,46.46,35.30,35236,高雄市,32.90,1258
102,果品類,芒果,46.46,35.30,35236,鳳山區,25.30,1995
102,果品類,芒果,46.46,35.30,35236,台東市,37.60,118
102,果品類,番石榴,21.30,21.40,58261,台北二,23.70,8442
102,果品類,番石榴,21.30,21.40,58261,台北一,24.60,15860
102,果品類,番石榴,21.30,21.40,58261,三重區,20.10,17969
102,果品類,番石榴,21.30,21.40,58261,宜蘭市,20.80,725
102,果品類,番石榴,21.30,21.40,58261,桃園縣,14.90,78
102,果品類,番石榴,21.30,21.40,58261,台中市,18.80,11644
102,果品類,番石榴,21.30,21.40,58261,東勢鎮,14.40,0
102,果品類,番石榴,21.30,21.40,58261,嘉義市,17.70,582
102,果品類,番石榴,21.30,21.40,58261,高雄市,20.80,534
102,果品類,番石榴,21.30,21.40,58261,鳳山區,15.80,2307
102,果品類,番石榴,21.30,21.40,58261,台東市,19.20,120
102,果品類,西瓜,14.15,11.00,85680,台北二,12.00,6211
102,果品類,西瓜,14.15,11.00,85680,台北一,10.30,19167
102,果品類,西瓜,14.15,11.00,85680,三重區,10.40,20680
102,果品類,西瓜,14.15,11.00,85680,宜蘭市,12.30,968
102,果品類,西瓜,14.15,11.00,85680,桃園縣,9.50,75
102,果品類,西瓜,14.15,11.00,85680,台中市,11.40,18205
102,果品類,西瓜,14.15,11.00,85680,嘉義市,11.00,7248
102,果品類,西瓜,14.15,11.00,85680,高雄市,11.80,6012
102,果品類,西瓜,14.15,11.00,85680,鳳山區,11.80,6935
102,果品類,西瓜,14.15,11.00,85680,台東市,14.20,179
102,果品類,梅,35.75,30.30,1037,台北二,29.80,128
102,果品類,梅,35.75,30.30,1037,台北一,32.00,143
102,果品類,梅,35.75,30.30,1037,三重區,24.10,187
102,果品類,梅,35.75,30.30,1037,宜蘭市,0.00,0
102,果品類,梅,35.75,30.30,1037,桃園縣,20.00,2
102,果品類,梅,35.75,30.30,1037,台中市,36.00,299
102,果品類,梅,35.75,30.30,1037,東勢鎮,34.60,87
102,果品類,梅,35.75,30.30,1037,嘉義市,31.40,27
102,果品類,梅,35.75,30.30,1037,高雄市,26.40,64
102,果品類,梅,35.75,30.30,1037,鳳山區,22.20,100
102,果品類,荔枝,52.63,37.50,8692,台北二,46.30,679
102,果品類,荔枝,52.63,37.50,8692,台北一,46.20,1558
102,果品類,荔枝,52.63,37.50,8692,三重區,32.50,2762
102,果品類,荔枝,52.63,37.50,8692,宜蘭市,31.20,61
102,果品類,荔枝,52.63,37.50,8692,桃園縣,22.00,0
102,果品類,荔枝,52.63,37.50,8692,台中市,39.00,2426
102,果品類,荔枝,52.63,37.50,8692,嘉義市,25.90,235
102,果品類,荔枝,52.63,37.50,8692,高雄市,38.70,389
102,果品類,荔枝,52.63,37.50,8692,鳳山區,25.20,566
102,果品類,荔枝,52.63,37.50,8692,台東市,55.40,15
102,果品類,龍眼,43.88,35.20,4389,台北二,44.10,403
102,果品類,龍眼,43.88,35.20,4389,台北一,43.00,884
102,果品類,龍眼,43.88,35.20,4389,三重區,29.80,1550
102,果品類,龍眼,43.88,35.20,4389,宜蘭市,39.90,75
102,果品類,龍眼,43.88,35.20,4389,桃園縣,38.70,1
102,果品類,龍眼,43.88,35.20,4389,台中市,34.60,1008
102,果品類,龍眼,43.88,35.20,4389,東勢區,50.00,0
102,果品類,龍眼,43.88,35.20,4389,嘉義市,29.20,88
102,果品類,龍眼,43.88,35.20,4389,高雄市,33.20,169
102,果品類,龍眼,43.88,35.20,4389,鳳山區,29.10,197
102,果品類,龍眼,43.88,35.20,4389,台東市,35.10,15
102,果品類,李,32.30,48.80,2848,台北二,56.20,246
102,果品類,李,32.30,48.80,2848,台北一,45.20,584
102,果品類,李,32.30,48.80,2848,三重區,44.00,682
102,果品類,李,32.30,48.80,2848,宜蘭市,37.40,85
102,果品類,李,32.30,48.80,2848,桃園縣,9.00,0
102,果品類,李,32.30,48.80,2848,台中市,58.90,734
102,果品類,李,32.30,48.80,2848,東勢鎮,45.50,128
102,果品類,李,32.30,48.80,2848,嘉義市,50.60,58
102,果品類,李,32.30,48.80,2848,高雄市,55.10,168
102,果品類,李,32.30,48.80,2848,鳳山區,27.20,164
102,果品類,棗子,50.26,39.00,12435,台北二,49.20,1259
102,果品類,棗子,50.26,39.00,12435,台北一,45.10,3109
102,果品類,棗子,50.26,39.00,12435,三重區,33.80,3067
102,果品類,棗子,50.26,39.00,12435,宜蘭市,55.60,121
102,果品類,棗子,50.26,39.00,12435,桃園縣,33.10,3
102,果品類,棗子,50.26,39.00,12435,台中市,35.50,3914
102,果品類,棗子,50.26,39.00,12435,嘉義市,39.00,185
102,果品類,棗子,50.26,39.00,12435,高雄市,39.80,315
102,果品類,棗子,50.26,39.00,12435,鳳山區,28.30,439
102,果品類,棗子,50.26,39.00,12435,台東市,35.80,23
102,果品類,柿子,49.32,53.50,11386,台北二,50.80,1044
102,果品類,柿子,49.32,53.50,11386,台北一,50.80,1694
102,果品類,柿子,49.32,53.50,11386,三重區,38.60,2549
