交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
115.05.20,N04,SO3,甘薯-臺農66號,338,桃農,23.1,11.7,5,12.6,989
115.05.20,N04,SP0,薑-其他,338,桃農,106,103,100,103,108
115.05.20,N04,SP1,薑-老薑,338,桃農,160,133,110,133.8,162
115.05.20,N04,SP2,薑-嫩薑,338,桃農,120,104.3,91.7,104.9,270
115.05.20,N04,SQ1,茭白筍-帶殼,338,桃農,89.4,67.2,49.9,68.2,1200
115.05.20,N04,SQ3,茭白筍-去殼,338,桃農,136.9,125,82.4,118.9,472
115.05.20,N04,SU2,薯蕷-白薯蕷,338,桃農,35,35,35,35,25
115.05.20,N04,SU21,薯蕷-白薯蕷 人參,338,桃農,88,52.4,24.2,53.9,557
115.05.20,N04,SU9,薯蕷-進口,338,桃農,150,128.8,37,114.7,160
115.05.20,N04,SV1,蘆筍-白蘆筍,338,桃農,235,235,235,235,3
115.05.20,N04,SV2,蘆筍-綠蘆筍,338,桃農,157.5,116.5,77.9,117,204
115.05.20,N04,SV92,蘆筍-進口 綠蘆筍,338,桃農,167.6,137.9,114.8,139.2,489
115.05.20,N04,SZ8,香茅,338,桃農,35,30.2,22.6,29.6,113
115.05.20,N05,T2,西瓜-無子西瓜,338,桃農,12,12,11,11.8,210
115.05.20,N05,T4,西瓜-鳳光英妙,338,桃農,7,5.4,5,5.7,540
115.05.20,N05,T5,西瓜-黃肉,338,桃農,4,4,4,4,1239
115.05.20,N05,T8,西瓜-甜美人,338,桃農,7,6.2,6,6.3,180
115.05.20,N05,V1,甜瓜-美濃,338,桃農,10.9,2,2,3.8,525
115.05.20,N05,Y3,桃子-甜桃,338,桃農,85.8,44.3,16.1,47,539
115.05.20,N05,11,椰子,400,台中市,19,16.7,14,16.9,3500
115.05.20,N05,469,藍莓-進口,400,台中市,250,250,250,250,2260
115.05.20,N05,50,百香果-其他,400,台中市,130,130,130,130,6
115.05.20,N05,51,百香果-改良種,400,台中市,136.7,100.2,54.8,113.9,3076
115.05.20,N05,61,甘蔗-帶皮,400,台中市,12,9,5,10.1,6530
115.05.20,N05,72,小番茄-聖女,400,台中市,68.3,58.9,39.2,59,8748
115.05.20,N05,74,小番茄-玉女,400,台中市,148.6,113.3,85.1,119.5,1260
115.05.20,N05,812,紅龍果-紅肉,400,台中市,77.2,54.3,30,50.8,1272
115.05.20,N05,839,櫻桃-進口,400,台中市,500,500,500,500,300
115.05.20,N05,859,榴槤-進口,400,台中市,125,125,125,125,15164
115.05.20,N05,91,其他,400,台中市,100,60.6,30,68.2,4094
115.05.20,N05,919,其他-進口,400,台中市,125,125,125,125,504
115.05.20,N05,A0,香蕉-其他,400,台中市,18,18,18,18,20
115.05.20,N05,A1,香蕉,400,台中市,27.5,24.2,18.4,24.7,21377
115.05.20,N05,A2,香蕉-芭蕉紅芭蕉,400,台中市,71.4,44.6,27.1,46.1,1041
115.05.20,N05,A3,香蕉-旦蕉,400,台中市,44,43,42,43.1,13
115.05.20,N05,A4,香蕉-越旦,400,台中市,24.1,19.6,15.1,20,1582
115.05.20,N05,B2,鳳梨-金鑽鳳梨,400,台中市,30.7,23.3,17.2,25.6,100518
115.05.20,N05,B6,鳳梨-甜蜜蜜,400,台中市,10,10,10,10,64
115.05.20,N05,C2,茂谷柑,400,台中市,37,37,37,37,360
115.05.20,N05,D1,桶柑,400,台中市,100,90,70,82.9,700
115.05.20,N05,E9,甜橙-進口,400,台中市,10,10,10,10,21
115.05.20,N05,F1,雜柑-檸檬,400,台中市,71.2,62.4,48.8,64.5,3948
115.05.20,N05,F4,雜柑-桔子,400,台中市,70,60,15,60.5,866
115.05.20,N05,F5,雜柑-無子檸檬,400,台中市,125.3,82.4,54.7,101.4,448
115.05.20,N04,FA1,黃秋葵,400,台中市,81.1,40.9,14.8,39.9,810
115.05.20,N06,FA800,康乃馨-多朵(混色),400,台中市場,20,20,20,20,30
115.05.20,N06,FA985,繡球撫子-綠石竹,400,台中市場,100,100,99,99.6,25
115.05.20,N06,FB001,火鶴花-混色,400,台中市場,6,6,6,6,42
115.05.20,N04,FB1,花椰菜-青梗,400,台中市,26,20.7,13.3,21.9,2134
115.05.20,N06,FB111,火鶴花-月光,400,台中市場,7,5,5,5.6,137
115.05.20,N06,FB113,火鶴花-紅鈴,400,台中市場,14,8,5,8.7,545
115.05.20,N06,FB114,火鶴花-紅星,400,台中市場,11,9,5,8.4,495
115.05.20,N06,FB115,火鶴花-維納斯,400,台中市場,10,6,5,6.6,400
115.05.20,N06,FB407,火鶴花-夢幻,400,台中市場,12,7,5,7.4,1202
115.05.20,N06,FB415,火鶴花-羅莎,400,台中市場,14,12,6,11.4,775
115.05.20,N06,FB419,火鶴花-太極,400,台中市場,14,12,5,11.3,452
115.05.20,N06,FB420,火鶴花-小紅莓,400,台中市場,9,9,9,9,49
115.05.20,N06,FB426,火鶴花-粉蕾絲,400,台中市場,5,5,5,5,80
115.05.20,N06,FB500,火鶴花-翠綠,400,台中市場,12,10,9,10.2,85
115.05.20,N06,FB601,火鶴花-白青心,400,台中市場,5,5,5,5,55
115.05.20,N06,FB607,火鶴花-月亮女神,400,台中市場,11,11,11,11,55
115.05.20,N06,FB608,火鶴花-戀愛,400,台中市場,18,16,15,16.4,87
115.05.20,N06,FB801,火鶴花-咖啡條紋,400,台中市場,12,12,12,12,60
115.05.20,N06,FB802,火鶴花-大地,400,台中市場,11,6,5,6.9,265
115.05.20,N06,FC001,大菊-混合色,400,台中市場,25,25,25,25,30
115.05.20,N04,FC1,胡瓜-黑刺,400,台中市,25.5,14.4,8.3,15,3432
115.05.20,N06,FC300,大菊-黃,400,台中市場,27,22,20,22.4,74
115.05.20,N06,FC316,大菊-黃精競,400,台中市場,23,20,20,20.6,173
115.05.20,N06,FC350,大菊-黃乒乓,400,台中市場,40,40,40,40,25
115.05.20,N06,FC601,大菊-日本白,400,台中市場,170,170,170,170,32
115.05.20,N06,FC613,大菊-白天星,400,台中市場,55,45,25,42.9,365
115.05.20,N06,FC800,大菊-染色大菊,400,台中市場,71,65,55,64.3,89
115.05.20,N06,FC801,染大菊-國王,400,台中市場,62,62,62,62,25
115.05.20,N06,FC804,染大菊-白天星,400,台中市場,80,80,80,80,48
115.05.20,N06,FC805,染大菊-白東洋,400,台中市場,44,44,44,44,60
115.05.20,N04,FD0,花胡瓜-其他,400,台中市,51.5,33,10.9,32.9,1152
115.05.20,N06,FD001,小菊-混合色,400,台中市場,28,23,20,23.3,60
115.05.20,N04,FD1,花胡瓜,400,台中市,32,18.7,6.1,21,6591
115.05.20,N06,FD131,小菊-小紅娘,400,台中市場,31,30,26,29.1,80
115.05.20,N06,FD138,小菊-卡洛琳,400,台中市場,65,65,65,65,30
115.05.20,N06,FD200,小菊-金,400,台中市場,33,25,20,25.6,60
115.05.20,N06,FD300,小菊-黃,400,台中市場,47,43,35,42.4,65
115.05.20,N06,FD308,小菊-黃丁字菊,400,台中市場,43,43,43,43,16
115.05.20,N06,FD309,小菊-日本黃,400,台中市場,41,41,41,41,30
115.05.20,N06,FD422,小菊-吉祥小粉,400,台中市場,69,55,43,55.5,145
115.05.20,N06,FD423,小菊-粉日記,400,台中市場,40,40,40,40,15
115.05.20,N06,FD456,小菊-卡洛粉,400,台中市場,50,48,45,47.5,51
115.05.20,N06,FD645,小菊-白斯不列,400,台中市場,120,120,120,120,70
115.05.20,N06,FD657,小菊-西維亞白,400,台中市場,32,31,29,30.6,51
115.05.20,N06,FD800,小菊-染色小菊,400,台中市場,40,40,40,40,25
115.05.20,N06,FD801,染小菊-芬蘭,400,台中市場,53,53,53,53,25
115.05.20,N06,FE001,非洲菊-混合色,400,台中市場,48,28,20,30.7,385
115.05.20,N04,FE1,冬瓜-白皮,400,台中市,8.4,5,2.5,5.7,2946
115.05.20,N06,FE205,非洲菊-哈利熊,400,台中市場,29,22,20,23,90
115.05.20,N06,FE401,非洲菊-伊斯瑪拉,400,台中市場,48,48,48,48,26
115.05.20,N06,FE409,非洲菊-粉紅魅力,400,台中市場,45,42,31,40.3,90
115.05.20,N06,FE416,非洲菊-熱情粉,400,台中市場,54,25,20,29.8,330
115.05.20,N06,FE600,非洲菊-白,400,台中市場,43,38,32,38.1,85
115.05.20,N06,FE900,非洲菊-迷你混色,400,台中市場,21,21,21,21,25
115.05.20,N04,FF0,絲瓜-其他,400,台中市,37.4,28,18.4,28.2,691
115.05.20,N04,FF1,絲瓜,400,台中市,30.2,21.7,11.4,21.1,10125
115.05.20,N04,FF2,絲瓜-角瓜,400,台中市,30,30,22,28.3,195
115.05.20,N04,FG1,苦瓜-白大米,400,台中市,34.5,22.2,11.7,23.1,5296
115.05.20,N04,FG2,苦瓜-青大米,400,台中市,29.2,17.4,8.3,16.6,1110
115.05.20,N04,FG3,苦瓜-山苦瓜,400,台中市,96,86.5,76,86.3,64
115.05.20,N04,FG4,苦瓜-翠綠,400,台中市,39,23.7,14,26.6,437
115.05.20,N06,FH000,其它花卉,400,台中市場,75,34,15,38.2,172
115.05.20,N06,FH006,黃梔花,400,台中市場,60,49,35,48.6,510
115.05.20,N04,FH1,扁蒲-長形,400,台中市,8,5,3.7,5.6,371
115.05.20,N06,FH101,天堂鳥,400,台中市場,82,55,40,57.4,84
115.05.20,N06,FH112,小天堂鳥-桔帶紅,400,台中市場,35,27,20,27.3,31
115.05.20,N06,FH135,垂焦,400,台中市場,14,14,14,14,80
115.05.20,N06,FH158,紅薑花,400,台中市場,60,60,60,60,20
115.05.20,N06,FH195,玉蘭花,400,台中市場,200,200,200,200,1
115.05.20,N06,FH232,夜來香-重瓣,400,台中市場,33,33,33,33,14
115.05.20,N06,FH251,秀線,400,台中市場,31,23,17,23.1,32
115.05.20,N06,FH293,向日葵-單瓣,400,台中市場,106,95,85,95,90
115.05.20,N04,FH3,扁蒲-花蒲,400,台中市,14.5,7.3,4.7,8.2,7298
115.05.20,N06,FH311,大理花-紅色,400,台中市場,15,15,15,15,10
115.05.20,N06,FH318,大理花-雙色,400,台中市場,45,45,45,45,9
115.05.20,N06,FH330,雞冠花,400,台中市場,60,60,60,60,13
115.05.20,N06,FH331,雞冠花-清紅,400,台中市場,90,62,31,60.5,32
115.05.20,N06,FH336,垂雞冠,400,台中市場,61,61,61,61,33
115.05.20,N06,FH364,金魚草-粉色,400,台中市場,35,25,15,24.8,41
115.05.20,N06,FH381,麒麟草,400,台中市場,24,20,20,21,366
115.05.20,N04,FH4,扁蒲-梨子蒲,400,台中市,19.3,8.5,5,13.3,675
115.05.20,N06,FH460,繡球花,400,台中市場,20,16,12,16.2,67
115.05.20,N06,FH464,繡球花-粉,400,台中市場,50,50,50,50,20
115.05.20,N06,FH466,繡球花-白,400,台中市場,49,32,29,34.9,68
115.05.20,N06,FH522,迥香-白,400,台中市場,61,61,61,61,25
115.05.20,N06,FH640,睡蓮,400,台中市場,65,52,21,48.8,38
115.05.20,N06,FH670,茉莉花,400,台中市場,22,14,10,14.8,150
115.05.20,N06,FH710,深山櫻,400,台中市場,80,80,80,80,30
115.05.20,N06,FH750,百子蓮(愛情花),400,台中市場,18,12,5,12,345
115.05.20,N04,FI0,茄子-其他,400,台中市,12.7,9.8,5.7,9.3,187
115.05.20,N04,FI2,茄子-麻荸茄,400,台中市,25.3,12.6,6.2,15.9,5551
115.05.20,N04,FI3,茄子-日本種,400,台中市,17,10,5,9.6,226
115.05.20,N04,FJ1,番茄-黑柿,400,台中市,43,43,43,43,14
115.05.20,N04,FJ3,番茄-牛番茄,400,台中市,70.2,51.9,33,54.6,5116
115.05.20,N04,FK3,甜椒-新香,400,台中市,40,12.7,5,18.4,84
115.05.20,N04,FK40,甜椒-彩色種 其他,400,台中市,34,29,24,29.7,23
115.05.20,N04,FK41,甜椒-彩色種 紅色,400,台中市,48.3,34.2,13.8,33.3,754
115.05.20,N04,FK42,甜椒-彩色種 黃色,400,台中市,45,28.3,15,30.5,671
115.05.20,N04,FK5,甜椒-青椒,400,台中市,33.9,21.5,8.2,20.4,3356
115.05.20,N04,FK6,甜椒-水果彩椒,400,台中市,114.5,101.4,63.5,101.4,145
115.05.20,N04,FL96,豌豆-進口 甜豌豆,400,台中市,85,70.5,56,70.5,24
115.05.20,N06,FM063,重瓣百合-白三朵,400,台中市場,350,350,350,350,10
115.05.20,N04,FM1,菜豆-白色,400,台中市,44,44,44,44,20
115.05.20,N06,FM119,重瓣百合-達琳達多朵,400,台中市場,250,241,230,240.7,15
115.05.20,N04,FM2,菜豆-青色,400,台中市,42.3,30.7,18.8,33.4,2268
115.05.20,N04,FN1,敏豆-白豆,400,台中市,83.8,48.5,13.9,50,1717
115.05.20,N04,FN5,敏豆-醜豆,400,台中市,64,37,8.3,43.6,301
115.05.20,N06,FO003,腎藥蘭-曼谷火焰,400,台中市場,12,6,5,6.9,560
115.05.20,N06,FO007,千代蘭,400,台中市場,11,7,5,7.2,760
115.05.20,N06,FO009,萬代蘭,400,台中市場,10,10,10,10,130
115.05.20,N06,FO027,萬代蘭-巨輪紫,400,台中市場,50,41,32,40.4,32
115.05.20,N06,FO335,檸檬綠文心蘭,400,台中市場,161,114,76,115.9,190
115.05.20,N06,FO340,文心蘭-愛琳娜,400,台中市場,38,38,38,38,16
115.05.20,N04,FP1,萊豆-豆莢,400,台中市,45,33.7,20,38.6,62
115.05.20,N04,FP2,萊豆-豆仁,400,台中市,111.5,99,52,94.9,45
115.05.20,N04,FQ1,毛豆-豆莢,400,台中市,64.3,56,20.3,53.3,498
115.05.20,N04,FQ2,毛豆-豆仁,400,台中市,139,133.3,118.3,129.2,302
115.05.20,N06,FR000,玫瑰,400,台中市場,161,85,32,89,87
115.05.20,N06,FR001,玫瑰-混合色,400,台中市場,415,348,303,359,8
115.05.20,N04,FR1,青花苔,400,台中市,60,58.5,57,57.8,27
115.05.20,N06,FR100,玫瑰-紅,400,台中市場,389,94,28,137.5,72
115.05.20,N06,FR116,玫瑰-翡翠紅,400,台中市場,169,134,90,132.2,14
115.05.20,N06,FR117,玫瑰-萬年紅,400,台中市場,108,49,22,55,207
115.05.20,N06,FR120,玫瑰-埔里之星,400,台中市場,156,152,150,152.3,15
115.05.20,N06,FR208,玫瑰-香吉士,400,台中市場,242,242,242,242,4
115.05.20,N06,FR300,玫瑰-黃,400,台中市場,220,90,51,106.3,42
115.05.20,N06,FR400,玫瑰-粉,400,台中市場,104,90,81,92.5,8
115.05.20,N06,FR408,玫瑰-黛安娜粉,400,台中市場,134,98,63,98.2,101
115.05.20,N06,FR412,玫瑰-新香檳粉,400,台中市場,51,41,31,41,14
115.05.20,N06,FR429,玫瑰-鐵達尼,400,台中市場,121,116,110,115.5,10
115.05.20,N06,FR436,玫瑰-翡翠粉,400,台中市場,150,121,40,110.5,86
115.05.20,N06,FR439,玫瑰-翡翠香檳,400,台中市場,220,166,74,159.7,53
115.05.20,N06,FR451,玫瑰-翡翠佳人,400,台中市場,31,31,31,31,10
115.05.20,N06,FR455,玫瑰-翡翠珍珠,400,台中市場,277,204,59,185.8,32
115.05.20,N06,FR458,玫瑰-粉紅珠,400,台中市場,92,72,59,72.9,27
115.05.20,N06,FR461,玫瑰-新娘粉,400,台中市場,450,444,432,442.8,10
115.05.20,N06,FR607,玫瑰-翡翠白,400,台中市場,163,86,43,92.9,139
115.05.20,N06,FR705,玫瑰-紫天王,400,台中市場,149,112,39,104.7,36
115.05.20,N06,FR715,玫瑰-紫霧,400,台中市場,135,120,99,117,12
115.05.20,N06,FR816,玫瑰-愛麗絲,400,台中市場,184,184,184,184,6
115.05.20,N04,FR9,青花苔-進口,400,台中市,79.2,70.8,67.6,71.7,1980
115.05.20,N06,FS011,香水百合-紅單朵,400,台中市場,49,49,49,49,20
115.05.20,N06,FS012,香水百合-紅雙朵,400,台中市場,104,103,102,103,28
115.05.20,N06,FS013,香水百合-紅三朵,400,台中市場,121,121,121,121,12
115.05.20,N06,FS350,香水百合-索邦妮,400,台中市場,103,103,103,103,15
115.05.20,N06,FS359,香水百合-索邦妮多朵,400,台中市場,129,123,110,121.4,60
115.05.20,N06,FS479,水晶香水-多朵,400,台中市場,253,253,253,253,30
115.05.20,N06,FS600,OT康卡多,400,台中市場,103,103,103,103,11
115.05.20,N06,FS603,OT康卡多-三朵,400,台中市場,200,154,150,162.5,40
115.05.20,N06,FS609,OT康卡多-多朵,400,台中市場,212,167,156,173.7,156
115.05.20,N06,FS631,OT曼尼薩-單朵,400,台中市場,150,150,150,150,12
115.05.20,N06,FS632,OT曼尼薩-雙朵,400,台中市場,133,133,133,133,48
115.05.20,N06,FS770,OT百合-節奏舞者,400,台中市場,129,115,103,114.8,22
115.05.20,N06,FS773,OT百合-節奏舞者三朵,400,台中市場,120,120,119,119.5,22
115.05.20,N06,FS779,OT百合-節奏舞者多朵,400,台中市場,199,142,119,148.8,180
115.05.20,N06,FS792,OT百合-維尼雙朵,400,台中市場,108,108,108,108,14
115.05.20,N06,FS793,OT百合-維尼三朵,400,台中市場,133,133,133,133,24
115.05.20,N06,FS799,OT百合-維尼多朵,400,台中市場,143,143,143,143,10
115.05.20,N06,FS850,OT瑪丹娜,400,台中市場,30,30,30,30,36
115.05.20,N06,FS852,OT瑪丹娜-雙朵,400,台中市場,30,30,30,30,16
115.05.20,N06,FS870,OT大連,400,台中市場,45,45,45,45,8
115.05.20,N06,FS871,OT大連-單朵,400,台中市場,144,131,94,126.7,43
115.05.20,N06,FS872,OT大連-雙朵,400,台中市場,131,100,63,99,121
115.05.20,N06,FS873,OT大連-三朵,400,台中市場,178,154,71,142.5,158
115.05.20,N06,FS879,OT大連-多朵,400,台中市場,261,214,89,198.3,54
115.05.20,N06,FS963,OT試金石-三朵,400,台中市場,140,140,140,140,12
115.05.20,N06,FS969,OT試金石-多朵,400,台中市場,144,88,49,91.2,74
115.05.20,N06,FS970,OT紅福特,400,台中市場,153,153,153,153,9
115.05.20,N06,FS972,OT紅福特-雙朵,400,台中市場,80,80,80,80,16
115.05.20,N06,FS973,OT紅福特-三朵,400,台中市場,150,148,101,139.1,54
115.05.20,N06,FS979,OT紅福特-多朵,400,台中市場,201,197,180,194.7,88
115.05.20,N04,FT0,南瓜-其他,400,台中市,20,20,20,20,18
115.05.20,N04,FT1,南瓜-木瓜形,400,台中市,18,18,18,18,60
115.05.20,N04,FT11,南瓜-木瓜型 阿成,400,台中市,23.3,18.6,10.7,17.6,3422
115.05.20,N04,FT12,南瓜-木瓜型 阿嬌,400,台中市,6,6,6,6,60
115.05.20,N04,FT2,南瓜-圓形,400,台中市,16,15,8,13.3,57
115.05.20,N04,FT5,南瓜-青如意,400,台中市,53.7,26.6,8.8,31.5,4594
115.05.20,N04,FT6,南瓜-東昇,400,台中市,40,40,40,40,80
115.05.20,N04,FT7,南瓜-栗子,400,台中市,35,12,10,20.9,141
115.05.20,N04,FT97,南瓜-進口 栗子,400,台中市,30,27,16.2,27.5,1634
115.05.20,N06,FU000,洋桔梗,400,台中市場,173,79,23,86.9,124
115.05.20,N04,FU1,隼人瓜,400,台中市,10.6,7,5,7.1,1642
115.05.20,N04,FU2,隼人瓜-瓜苗,400,台中市,77.6,50,28.2,48.5,897
115.05.20,N04,FU3,石蓮花,400,台中市,35,35,35,35,12
115.05.20,N06,FU402,洋桔梗-雙瓣(混色),400,台中市場,150,65,25,74.7,113
115.05.20,N06,FU420,洋桔梗-新喜香檳,400,台中市場,137,137,137,137,8
115.05.20,N06,FU421,洋桔梗-小夏橘,400,台中市場,150,150,150,150,10
115.05.20,N06,FU432,洋桔梗-雙瓣黃,400,台中市場,80,76,52,71.8,34
115.05.20,N06,FU441,洋桔梗-順風粉,400,台中市場,240,169,97,168.5,14
115.05.20,N06,FU442,洋桔梗-雙瓣粉,400,台中市場,144,64,22,71.4,245
115.05.20,N06,FU449,洋桔梗-艾瑞娜彩粉,400,台中市場,102,102,101,101.6,20
115.05.20,N06,FU451,洋桔梗-順風杏粉,400,台中市場,180,180,180,180,7
115.05.20,N06,FU452,洋吉梗-雙瓣彩藍,400,台中市場,111,111,111,111,12
115.05.20,N06,FU453,洋桔梗-雙瓣綠,400,台中市場,110,92,51,86,27
115.05.20,N06,FU458,洋桔梗-艾瑞娜綠,400,台中市場,138,138,138,138,10
115.05.20,N06,FU459,洋桔梗-琥珀綠,400,台中市場,198,144,110,146.9,32
115.05.20,N06,FU462,洋桔梗-雙瓣白,400,台中市場,48,25,20,28.9,74
115.05.20,N06,FU465,洋桔梗-名人華麗白,400,台中市場,150,93,30,92.2,133
115.05.20,N06,FU469,洋桔梗-皇后白,400,台中市場,141,95,68,101.7,13
115.05.20,N06,FU471,洋桔梗-重瓣淺紫,400,台中市場,157,45,34,64.5,52
115.05.20,N06,FU472,洋桔梗-重瓣紫,400,台中市場,230,173,140,180,18
115.05.20,N06,FU478,洋桔梗-羅西娜紫,400,台中市場,143,102,20,93.8,20
115.05.20,N06,FU482,洋桔梗-拉弗爾酒彩,400,台中市場,205,203,200,202.5,14
115.05.20,N06,FU484,洋桔梗-N系列淺紫,400,台中市場,266,256,252,257.4,13
115.05.20,N06,FU572,洋桔梗-雙瓣白紫邊,400,台中市場,148,99,20,93,30
115.05.20,N06,FU641,洋桔梗-女王３彩粉,400,台中市場,167,64,20,75.1,16
115.05.20,N06,FU642,洋桔梗-斐諾淺粉,400,台中市場,173,171,168,170.5,16
115.05.20,N04,FV0,辣椒-其他,400,台中市,36,5,5,13.7,25
115.05.20,N04,FV1,辣椒-紅小,400,台中市,45,27,4.3,22.4,202
115.05.20,N04,FV2,辣椒-青小,400,台中市,38,32.3,28,31.4,163
115.05.20,N04,FV4,辣椒-朝天椒,400,台中市,40.2,30.8,19.7,30.8,857
115.05.20,N04,FV6,辣椒-糯米椒,400,台中市,111.5,61.8,45,75.3,129
115.05.20,N04,FW1,金針花,400,台中市,251.3,172,106.7,163.6,42
115.05.20,N04,FW2,洛神花,400,台中市,230,230,230,230,5
115.05.20,N06,FW240,粉孔雀,400,台中市場,20,20,20,20,75
115.05.20,N06,FW471,卡斯比亞-帶葉,400,台中市場,46,46,46,46,50
115.05.20,N06,FW472,卡斯比亞-無葉,400,台中市場,40,37,31,36.2,121
115.05.20,N06,FW560,滿天星-白,400,台中市場,121,114,60,104.7,150
115.05.20,N04,FY0,玉米-其他,400,台中市,28,28,28,28,180
115.05.20,N06,FY000,切葉類,400,台中市場,10,10,10,10,20
115.05.20,N06,FY001,尤加利葉,400,台中市場,70,43,20,44.1,280
115.05.20,N06,FY002,壽松,400,台中市場,50,50,50,50,35
115.05.20,N06,FY003,唐棉,400,台中市場,50,43,40,43.8,58
115.05.20,N06,FY004,黃椰心葉,400,台中市場,106,91,63,88.2,101
115.05.20,N06,FY009,電信蘭葉,400,台中市場,34,17,11,19.5,224
115.05.20,N06,FY013,星點木,400,台中市場,51,51,51,51,34
115.05.20,N06,FY015,葉蘭,400,台中市場,60,56,40,53.3,60
115.05.20,N06,FY017,八角金盤,400,台中市場,30,28,26,28,154
115.05.20,N06,FY035,龍文蘭,400,台中市場,12,12,12,12,50
115.05.20,N06,FY050,山蘇葉,400,台中市場,24,12,10,14.1,170
115.05.20,N06,FY057,百合竹,400,台中市場,50,36,22,36.1,537
115.05.20,N06,FY086,綠春蘭葉,400,台中市場,0,0,0,0,0
115.05.20,N06,FY093,水燭葉,400,台中市場,20,18,16,17.8,369
115.05.20,N06,FY094,斑葉蘭,400,台中市場,70,70,70,70,80
115.05.20,N04,FY4,玉米-玉米筍,400,台中市,52,34.5,10,20.9,119
115.05.20,N04,FY41,玉米-玉米筍 帶殼,400,台中市,31.3,12.4,5.3,13.4,1955
115.05.20,N04,FY5,玉米-糯米黑,400,台中市,19.8,8.8,4.8,10.5,1145
115.05.20,N04,FY6,玉米-甜軟殼,400,台中市,20,9.8,3.3,12.4,1096
115.05.20,N04,FY8,玉米-白龍王,400,台中市,39.7,13.2,4,26.1,1059
115.05.20,N06,FY980,玉羊齒,400,台中市場,40,40,40,40,10
115.05.20,N06,FY981,高山羊齒,400,台中市場,18,18,18,18,50
115.05.20,N06,FY991,青竹,400,台中市場,36,36,36,36,10
115.05.20,N06,FY993,白竹,400,台中市場,62,45,24,44,331
115.05.20,N06,FY996,蓮花竹,400,台中市場,8,8,8,8,55
115.05.20,N05,G2,黃金果,400,台中市,130,115,100,121.4,35
115.05.20,N05,G3,酪梨,400,台中市,186.2,166.9,118.2,160.3,891
115.05.20,N05,G49,奇異果-進口,400,台中市,125,125,125,125,7756
115.05.20,N05,G7,橄欖,400,台中市,15,15,15,15,2
115.05.20,N05,G9,波蘿蜜,400,台中市,13.7,10.8,10,11.7,128
115.05.20,N05,H49,葡萄柚-紅肉進口,400,台中市,125,125,125,125,560
115.05.20,N05,I1,木瓜-網室紅肉,400,台中市,45.6,27.6,15.9,29.4,27034
115.05.20,N06,IA000,進口康乃馨-中大輪,400,台中市場,300,300,300,300,15
115.05.20,N06,IA001,進口康乃馨-混合色,400,台中市場,121,121,121,121,60
115.05.20,N06,IA102,進口康乃馨-深紅,400,台中市場,50,50,50,50,10
115.05.20,N06,IA400,進口康乃馨-粉,400,台中市場,69,69,69,69,20
115.05.20,N06,IC321,進口大菊-安娜黃,400,台中市場,50,50,50,50,8
115.05.20,N06,IC421,進口大菊-安娜星粉,400,台中市場,100,100,100,100,10
115.05.20,N06,IC608,進口大菊-白乒乓,400,台中市場,65,65,65,65,3
115.05.20,N06,IC623,進口大菊-美格白,400,台中市場,103,103,103,103,10
115.05.20,N06,IC624,進口大菊-真誠白,400,台中市場,91,91,91,91,10
115.05.20,N06,IC625,進口大菊-上旋白,400,台中市場,95,95,95,95,10
115.05.20,N06,IC800,進口染色大菊,400,台中市場,83,63,48,63.9,360
115.05.20,N06,IC803,進口染色大菊-牡丹,400,台中市場,263,229,191,228,95
115.05.20,N06,ID000,進口小菊,400,台中市場,90,90,90,90,18
115.05.20,N06,ID001,進口小菊-混合色,400,台中市場,82,82,82,82,24
115.05.20,N06,ID471,進口小菊-卡莉粉,400,台中市場,65,65,65,65,18
115.05.20,N06,ID803,進口染色小菊-奇克,400,台中市場,111,103,101,104.3,30
115.05.20,N06,IH062,進口水仙百合-雙色,400,台中市場,140,140,140,140,3
115.05.20,N06,IH464,繡球花-粉,400,台中市場,71,71,71,71,20
115.05.20,N06,IH466,繡球花-白,400,台中市場,71,71,71,71,100
115.05.20,N06,IO519,進口石斛蘭-深紅,400,台中市場,95,80,59,78.8,100
115.05.20,N06,IW560,進口滿天星-白,400,台中市場,215,215,215,215,39
115.05.20,N06,IW580,滿天星-染色,400,台中市場,209,199,139,189,119
115.05.20,N06,IY087,進口樺木(假葉),400,台中市場,100,100,100,100,15
115.05.20,N05,J0,荔枝-其他,400,台中市,67.5,48,35,51.9,1722
115.05.20,N05,J1,荔枝-玉荷包,400,台中市,142.4,108.1,71.1,110,15624
115.05.20,N04,LA1,甘藍-初秋,400,台中市,26,23.7,15,23.2,7172
115.05.20,N04,LA2,甘藍-改良種,400,台中市,22,17.8,6,17.7,3620
115.05.20,N04,LA4,甘藍-紫色,400,台中市,10,10,10,10,50
115.05.20,N04,LA7,甘藍-改良尖,400,台中市,22.2,15.8,14.4,16.4,3772
115.05.20,N04,LA92,甘藍-進口 改良種,400,台中市,12,12,12,12,40
115.05.20,N04,LB2,小白菜-蚵仔白,400,台中市,14.5,10,7,9.8,2188
115.05.20,N04,LB3,小白菜-奶油白,400,台中市,30.6,15.2,4.8,13.1,1197
115.05.20,N04,LC0,包心白-其他,400,台中市,15,10,5.5,9.9,1256
115.05.20,N04,LC1,包心白-包白,400,台中市,13.7,10.5,8.3,10.5,3668
115.05.20,N04,LC3,包心白-包頭蓮,400,台中市,15.5,13.5,12,13.7,2600
